998	Kool-Aid Marshmallows	NoDescription	Lightly coat an 8-by-8-inch baking pan with cooking spray.@newline@WHISK TOGETHER the Kool-Aid mix, cold water, and gelatin in a small bowl. Let it soften for 5 minutes.@newline@STIR TOGETHER the sugar, 1/4 cup of the corn syrup, water, and salt in a medium saucepan. Bring the syrup to a boil over high heat, stirring occasionally, until it reaches 240F. Pour the remaining 1/4 cup corn syrup into the bowl of an electric mixer fitted with the whisk attachment. Microwave the gelatin on high until completely melted, about 30 seconds, and pour it into the mixer bowl. Set the mixer to low and keep it running.@newline@WHEN THE SYRUP reaches 240F, slowly pour it into the mixer bowl. Increase the speed to medium and beat for 5 minutes. Increase to medium-high and beat for 5 more minutes. Beat on the highest setting for 1 to 2 minutes more. The finished marshmallow will be tripled in volume. Pour it into the prepared pan, using an offset spatula to smooth it into the corners. Sift coating generously over top. Let it set for 6 hours in a cool, dry place.@newline@Use a knife to loosen the marshmallow from the edges of the pan. Invert the slab onto a coating-dusted work surface and dust it with more coating. Cut into shapes and dip the sticky edges in Pop Rocks or more coating, patting off the excess.	7
999	Rigatoni with Roasted Broccoli and Chickpeas	Umami-rich cheese and chicken stock make an encore appearance, but this time they share the spotlight with high-fiber chickpeas. Adding 1/2 cup of these lean beans to your daily diet can help you cut your consumption of fatty foods, a study in the journal pAppetitep notes	Heat oven to 450F. In a small saucepan over medium-high heat, saut anchovies with oil and garlic until anchovies dissolve and garlic browns. Add chickpea liquid and bouillon to anchovies; cook, stirring, until bouillon dissolves. Pour anchovy mixture into roasting pan; add chickpeas and broccoli; stir to coat. Roast 20 minutes. Cook rigatoni as directed on package until al dente. Drain rigatoni, reserving 1 cup cooking liquid. Add pasta to chickpea-broccoli mixture; roast until pasta is completely cooked, adding reserved cooking liquid a little at a time and stirring to reach desired consistency, 5 to 10 minutes. Remove from oven; let sit 5 minutes; serve topped with Romano.	8
1000	Penne with Tomato Pesto and Smoked Mozzarella	Tomatoes keep the fulfilling umami coming. We added almonds to up the slim-down factor: Dieters who ate the nuts daily lost 56 percent more fat than those who didn't, a study from Loma Linda University finds; the nuts' fiber may prevent fat absorption.	In a small pan over medium heat, toast almonds until golden brown, 5 minutes. In a food processor, pulse almonds, parsley, tomatoes, garlic and oil until slightly chunky. Pour into a bowl; season with salt and freshly ground black pepper. Add mozzarella; toss to combine. Cook pasta as directed on package; drain and toss immediately with pesto.	5
1001	Crispy Seasoned Oven Fries	Would you like a side of fries with that? Say yes at a restaurant and you could be adding 430 calories and 23 grams of fat to your order. Our slimmed-down spuds cut those numbers in half!	Heat oven to 400F. Slice potatoes in half lengthwise; cut each half into 1/4- to 1/2-inch-thick fries; pat dry with a paper towel. In a bowl, combine breadcrumbs with spices. In another bowl, whisk egg whites until foamy, about 1 minute; add fries to coat. Toss fries in spice mixture until evenly coated. Coat a baking sheet with cooking spray; arrange fries on sheet with space in between; spritz fries with cooking spray. Bake, turning once, until fries are golden and crispy, about 20 minutes.	1
1002	Farfalle with Tuna and Rosemary Mushroom Sauce	Tuna and 'shrooms contain two different umami compounds that work synergistically to enhance the savory flavor. This dish is the lightest of this noodly bunch, with only 350 calories per bowl.	Cook pasta as directed on package; drain and set aside. In a large saut pan, heat oil over medium-high heat. Cook anchovies with rosemary, stirring, until anchovies dissolve, 2 minutes. Add mushrooms and scallions; cook, stirring frequently, until mushrooms brown, 4 to 5 minutes. Stir in wine; cook until liquid is syrupy, 1 to 2 minutes. Stir in and break up tuna, 1 minute. Add pasta and stir to combine; cook until just heated through, 1 to 2 minutes. Stir in parsley; serve immediately.	11
1003	Caramel Madness	In honor of the Girl Scouts' 100th anniversary, Skinny Chef Jennifer Iserloh put a slim spin on their popular Samoa. Ours is lower in fat and caloriesScout's honor!	Heat oven to 300F. On a baking sheet, toast coconut, turning every 5 minutes, until golden, 15 to 20 minutes. Let cool. Cover a cookie sheet with parchment; set wafers on top. In a bowl, microwave caramels and milk on high, stirring often, until smooth, 2 to 3 minutes. With a spatula, fold coconut into caramel mixture. Spread 1 tablespoon mixture onto each wafer. Let cookies cool, 5 minutes. Microwave chocolate, stirring often, until melted, 1 to 2 minutes. Transfer into a small resealable bag; snip off corner. Drizzle cookies with chocolate; let cool.	11
1004	Spaghetti with Turkey Meatballs	Tomatoes are a top plant source of umami, and the riper they are, the better: The fruit's umami components increase during maturation. What's more, whole-wheat pasta has triple the fiber of regular pasta for more fill-you-up power.	Heat oven to 400F. In a large baking dish, combine tomatoes, onion, 1/4 cup oil, garlic, pepper flakes (if desired) and 1 tablespoon salt; cover; roast 45 minutes. Remove dish from oven; mash mixture to break down tomatoes. Cook, uncovered, until sauce is thick and reduced, 45 minutes. In a bowl, soak bread in milk until it absorbs liquid, 10 minutes; add turkey, egg and remaining 1 teaspoon salt; mix until just combined. Gently roll meat mixture into 16 equal-sized balls. In a large nonstick saucepan, heat remaining 1 1/2 tablespoons oil over medium-high heat. Saut meatballs, turning occasionally, until light brown, 5 minutes. Add tomato sauce to meatballs; reduce heat; simmer until cooked through, 20 minutes. Cook pasta as directed on package. Serve sauce over pasta; top with cheese, if desired.	11
1005	Shrimp and Roasted Fennel Ditalini	Shrimp have glutamic acid, the main taste component of umami. And at only 119 calories per 4-ounce serving, the little fellas are quite the low-cal catch.	Heat oven to 450F. Shell shrimp, but keep tails intact, if desired; reserve shells. In a small pan over medium heat, toast fennel seeds until golden brown, 5 minutes; crush. In a bowl, toss shrimp with fennel seeds. In same pan, bring 1 cup water to a boil with 1/2 teaspoon salt and reserved shells; reduce heat and simmer, partially covered, 30 minutes. Remove and discard shells; simmer until stock reduces by half, 5 minutes. In a roasting pan, place sliced fennel, garlic, oil, pepper and remaining 1/2 teaspoon salt; toss. Roast until fennel is tender, 20 minutes. Stir in shrimp, stock and zest; roast until shrimp are just cooked through, 5 minutes. Cook pasta as directed on package until al dente. Drain pasta, reserving 1 cup cooking liquid. Add pasta to roasting pan; roast until pasta is completely cooked, adding reserved liquid a little at a time and stirring to reach desired consistency, 5 to 10 minutes. Serve garnished with julienned zest and fennel fronds, if desired.	8
1006	Spinach Lasagna	These noodles have oodles of satisfying umami, owing to onions, chicken stock, spinach and Parmesan.	Heat oven to 375F. In a large saut pan over medium heat, heat oil. Add onions and garlic; toss to coat. Add 1 cup stock; cover and reduce heat; simmer until onions are soft, 20 minutes. Reserve 1/2 cup liquid. Add scallions, oregano, salt and pepper to onion mixture; increase heat to medium and cook, stirring, until liquid evaporates, 20 minutes. Cook noodles as directed on package; drain and blot dry. Cook spinach as directed on package; drain, squeeze dry, and season with salt and pepper. In a small saucepan over medium heat, melt butter. Add flour; stir until roux is brown, 2 to 3 minutes. Add remaining 1/2 cup stock to reserved liquid; whisk into roux until thick, 5 minutes. In a bowl, beat egg; stir in ricotta and zest. Coat a 9" x 13" pan with cooking spray; spread half of stock-roux mixture on bottom. Line pan with 3 noodles; layer on half of onion and ricotta mixtures, half of spinach and 1/3 cup Parmesan. Repeat layer with 3 noodles, remaining onion and ricotta mixtures and spinach, and 1/3 cup Parmesan. Top with remaining 3 noodles, half of stock-roux mixture and 1/3 cup grated Parmesan. Cover with foil; bake until light brown, 50 minutes. Reduce heat to 325F; remove foil and bake 15 minutes more. Let lasagna sit 15 minutes; serve.	7
1007	Ta Rosa and Ruth Eichner's Sweet-and-Sour Carrots	The novelist Julia Alvarez grew up in the Dominican Republic; her husband, Bill Eichner, is the son of tenant farmers in Nebraska. Dinner at the couple's Vermont home is a study in how far-flung flavors have enriched the simple sturdy fare of America.p	1. Boil the whole carrots until tender, then cut into 1/2-inch rounds. Steam the bell peppers and onions until tender. Combine all the vegetables in a large crock or bowl.@newline@2. Combine the vinegar and the sugar in a saucepan over low heat. Cook for 5 minutes, stirring to dissolve the sugar. Stir in the tomato puree, mustard, and Worcestershire. Remove from the heat. Pour over the vegetables and stir together well. Taste and adjust seasoning with salt and pepper. Cover and chill for at least 2 hours before serving.	10
