36	Strawberry Icebox Pie with Almond Crust	An easy press-in crust of ground graham crackers and toasted almonds is topped with a fresh strawberry filling and whipped cream. Chill the pie at least two hours before serving.	For crust: Position rack in center of oven; preheat to 350F. Butter 9-inch-diameter glass pie dish. Coarsely chop almonds in processor. Add graham cracker crumbs and sugar; process until finely ground. Add butter; process until evenly moistened. Press crumb mixture onto bottom and up sides of prepared pie dish.@newline@Bake crust until set, about 12 minutes. Cool completely on rack.@newline@
37	Peanut Butter Cupcakes		Make cupcakes: Preheat oven to 350F.@newline@Whisk together flour, baking powder, and salt in a bowl.@newline@Beat together peanut butter, butter, and brown sugar in a large bowl with an electric mixer at medium speed until blended, about 2 minutes. Add egg and vanilla and beat until fluffy, about 1 minute. Reduce speed to low and add flour mixture and milk alternately in batches, beginning and ending with flour mixture, then mix until just combined.@newline@Divide batter among lined muffin cups (about two-thirds full) and bake in middle of oven until pale golden and a tester inserted in center of a cupcake comes out clean, 18 to 20 minutes. Turn cupcakes out onto a rack and cool completely.@newline@
38	Chocolate Brownie Torte with White Chocolate Mousse and Caramelized Bananas	Begin making this one day before serving.	For brownie: Preheat oven to 350F. Spray 9-inch-diameter springform pan with 2 3/4-inch-high sides with nonstick spray. Dust pan with flour. Stir butter and both chocolates in heavy small saucepan over low heat until melted and smooth. Cool to room temperature.@newline@Using electric mixer, beat eggs and sugar in large bowl until thick, about 5 minutes. Beat in vanilla. Stir in chocolate mixture. Sift flour over and fold in. Transfer batter to prepared pan. Bake until tester inserted into center of brownie comes out with dry crumbs attached, about 18 minutes. Cool completely in pan on rack.@newline@
39	Roast Wild Turkey with Blue Cornbread-Shrimp Stuffing		Preheat oven to 350F.@newline@To make the stuffing, heat the vegetable oil in a skillet and saut the shrimp over medium heat until cooked through, about 1 minute. Let cool, dice, and set aside.@newline@In a large skillet, melt the butter and saut the onions, celery, carrot, serranos, garlic and chayote over high heat for 2 to 3 minutes. Deglaze the vegetables with the bourbon and continue cooking over high heat for 1 minute or until the liquid evaporates. Remove the skillet from the heat and add the thyme, sage, cilantro, shrimp, and crumbled blue corn sticks. Moisten with the stock and season with salt. Stir to combine.@newline@Wash the turkey well and season the cavity with salt and pepper. Stuff the turkey and truss with a needle and string. Rub the turkey generously with the softened butter and season the outside of the turkey with more salt and pepper.@newline@Place the turkey on a rack in a roasting pan, cover tightly with foil, and roast in the oven for 2 1/2 to 3 1/2 hours. Baste well with butter periodically Remove the foil in the last hour of cooking to allow the turkey to brown. When done, transfer the turkey to a platter and let it rest for 10 to 15 minutes before carving. Remove the string and serve the turkey with the stuffing and a gravy made from the giblets.@newline@
40	New Potatoes with Black Peppercorn Butter		Combine broth and peppercorns in small saucepan. Cover and simmer 30 minutes. Uncover and simmer until mixture is reduced to 1/4 cup, about 15 minutes. Add brandy; simmer until mixture is reduced to 3 tablespoons, about 10 minutes. Cool. Blend peppercorn mixture, butter, lemon juice, shallot and thyme in processor until peppercorns are finely chopped. (Can be made 2 days ahead. Chill. Use at room temperature.)@newline@Cook potatoes in pot of boiling salted water until tender, about 25 minutes. Drain. Quarter potatoes. Place in large bowl. Add onions and 1/4 cup peppercorn butter (reserve remaining peppercorn butter for another use); toss gently. Season to taste with salt.@newline@
41	Herb and Bacon Corn-Bread Stuffing		Preheat oven to 325 F. and butter a 4-quart baking dish.@newline@Cut corn bread into 1/2-inch cubes and dry in 2 large shallow baking pans in oven 20 minutes. Remove corn bread from oven and leave oven at 325 F. Coarsely chop separately celery, onions, and bacon.@newline@In a large, deep skillet saut bacon over moderately high heat, stirring, until browned, about 10 minutes. Add celery and onions and cook, stirring, until vegetables are softened, about 5 minutes. Add herbs and salt and pepper to taste and cook, stirring, 1 minute.@newline@In a large bowl toss together corn bread and bacon mixture and transfer to baking dish. Stuffing may be prepared up to this point 1 day ahead and cooled completely before being chilled, covered.@newline@Drizzle stock or broth over stuffing and bake, covered, 1 hour. Drizzle reserved fat or butter over stuffing and bake, uncovered, in upper third of oven 30 minutes more, or until top is golden.@newline@
42	Chili-Rubbed Rib-Eye Steaks		Mix first 4 ingredients in pie dish. Coat steaks with spice mixture and transfer to another dish. Cover; chill at least 8 hours.@newline@Spray grill racks with nonstick spray; prepare barbecue (medium heat). Grill steaks to desired doneness, moving and turning occasionally to prevent chili rub from burning, about 20 minutes for medium-rare. Serve steaks with pico de gallo.@newline@
43	Juan Diego Michel's Cheese-Stuffed Poblanos	This recipe for chiles en macedonia combines ingredients from three statesJalisco, Colima, and Michoacan. It came from the late Juan Diego Michel, who taught in Billy Cross's schools in Napa Valley and PuertoVallarta. The dish was a favorite of the Michel family in Jalisco, where, in his younger days, Juan Diego had his own restaurant and used the recipes from 200 years ago that had been passed down to him. To Cross, he was a Mexican-cooking mentor.	Preheat broiler.@newline@Broil tomatoes, onion, and garlic in a foil-lined shallow baking pan 2 to 3 inches from heat, turning frequently, until lightly charred on all sides, about 5 minutes for garlic, 12 to 15 minutes for onion and tomatoes (flesh should be soft). Alternatively, char vegetables in a hot well-seasoned griddle or cast-iron skillet over moderate heat.@newline@Core tomatoes and peel garlic, then pure both with onion and salt in a blender until smooth (use caution when blending hot ingredients). Force through a large sieve into a bowl, discarding solids.@newline@Heat remaining 2 tablespoons oil in a wide 4-quart heavy pot over moderately high heat until just hot. Stir about 1/2 cup tomato sauce into oil (this reduces spattering) and, when bubbling vigorously, add remaining sauce and basil. Fry sauce, stirring occasionally, until thickened, about 10 minutes.@newline@Add grapes, plantains, and mangoes to sauce and simmer gently, uncovered, stirring occasionally, until sauce is thickened and fruit is tender but still intact, about 30 minutes. Season sauce with salt.@newline@While sauce is simmering, preheat oven to 350F.@newline@Pour sauce over stuffed chiles and bake, covered with foil, until cheese is completely melted and sauce is bubbling, about 30 minutes.@newline@
44	Vegetable-Stuffed Loin of Veal with Sweetbreads	If you choose to omit the sweetbreads, simply begin the recipe by sauting the pancetta. (In that case, you may also want to purchase a larger veal or pork loin  going up to a 5-pound veal loin or a 6-pound pork loin.)	Prepare sweetbreads: Soak sweetbreads in a large bowl of ice and cold water in the refrigerator, changing water occasionally (2 or 3 times), at least 8 hours. Drain sweetbreads and transfer to a 4-quart heavy saucepan. Cover with cold water by 1 inch and add 1 tablespoon salt. Bring to a boil, then reduce heat and simmer, uncovered, until sweetbreads plump and feel slightly firmer to the touch, about 3 minutes. Drain in a colander and transfer to a bowl of cold water to stop cooking. Cut away any fat and pull away as much membrane and connective tissue as possible with a small paring knife without breaking up sweetbreads.@newline@Arrange sweetbreads in 1 layer in a baking dish, then cover with plastic wrap and top with another baking dish or plate holding weights. Chill sweetbreads, weighted, at least 8 hours.@newline@While sweetbreads chill, blanch pistachios in a small saucepan of boiling water 1 minute, then drain and peel.@newline@Pat sweetbreads dry and season with salt and pepper. Heat oil and 2 tablespoons butter in a deep 12-inch skillet over moderately high heat until foam subsides, then saut half of sweetbreads, turning over once, until golden brown, about 4 minutes total, and transfer to a plate. Add 1 tablespoon butter to skillet and saut remaining sweetbreads in same manner, transferring to plate.@newline@Add remaining 2 tablespoons butter to skillet, then reduce heat to moderate and cook pancetta, stirring occasionally, until beginning to brown, 2 to 3 minutes. Add onion, carrot, celery, garlic, bay leaf, and thyme, then reduce heat to moderately low and cook, stirring, until vegetables are softened, 3 to 5 minutes. Add Sherry and bring to a boil, then add demi-glace, water, 1/2 teaspoon salt, 1/4 teaspoon pepper, pistachios, and sweetbreads and return to a boil. Reduce heat to low, then cover surface of mixture with a buttered round of parchment paper (buttered side down) and simmer sweetbreads, skillet partially covered with lid, until firm but still springy to the touch, 15 to 20 minutes.@newline@Transfer sweetbreads with a slotted spoon to a bowl and, when cool enough to handle, pull apart into 1- to 1 1/2-inch pieces. Ladle cooking liquid through a sieve into a bowl, discarding bay leaf and thyme, and reserve. Reserve vegetables in another bowl for sauce and stuffing.@newline@
45	Toasted Barley and Asparagus "risotto"	Risotto, by definition, is made with rice. But other grainslike the barley in this main-course recipecan be prepared in the same style with equally terrific results. Toasting the barley enhances its nutty flavor and keeps it from getting soft and mushy.	Cook asparagus in pot of boiling salted water until crisp-tender, about 3 minutes. Drain. Transfer to bowl of ice water and cool. Drain. (Can be made 1 day ahead. Cover and refrigerate.)@newline@Stir barley in heavy large saucepan over medium heat until lightly toasted, about 5 minutes. Transfer barley to bowl. Melt butter in same saucepan over medium heat. Add onion and garlic; saut until tender, about 5 minutes. Add barley and stir to coat. Add 2 cups broth; reduce heat to medium-low and simmer until liquid is absorbed, stirring frequently, about 7 minutes. Mix in 2 1/2 cups broth and simmer until absorbed, stirring frequently. Add 3 cups broth and simmer until barley is tender and creamy but still slightly firm to bite, stirring frequently and adding more broth if mixture is dry, about 45 minutes. Add tomatoes and asparagus; stir until heated through, about 3 minutes. Mix in cheese, arugula and lemon peel. Season with salt and pepper.@newline@
